time,ava
2014-04-11T00:00:00Z,386.005
2014-04-12T00:00:00Z,426.61
2014-04-13T00:00:00Z,412.455
2014-04-14T00:00:00Z,441.5
2014-04-15T00:00:00Z,490.955
2014-04-16T00:00:00Z,521.01
2014-04-17T00:00:00Z,507.715
2014-04-18T00:00:00Z,488.485
2014-04-19T00:00:00Z,490.12
2014-04-20T00:00:00Z,504.765
2014-04-21T00:00:00Z,502.5
2014-04-22T00:00:00Z,495.05
2014-04-23T00:00:00Z,489.905
2014-04-24T00:00:00Z,492.5
2014-04-25T00:00:00Z,471.02
2014-04-26T00:00:00Z,461.015
2014-04-27T00:00:00Z,445.96
2014-04-28T00:00:00Z,438.08
2014-04-29T00:00:00Z,443.245
2014-04-30T00:00:00Z,443.535
2014-05-01T00:00:00Z,456.925
2014-05-02T00:00:00Z,453.75
2014-05-03T00:00:00Z,442.75
2014-05-04T00:00:00Z,436.19
2014-05-05T00:00:00Z,435
2014-05-06T00:00:00Z,427.135
2014-05-07T00:00:00Z,438.835
2014-05-08T00:00:00Z,443.845
2014-05-09T00:00:00Z,447.395
2014-05-10T00:00:00Z,454.515
2014-05-11T00:00:00Z,443.9
2014-05-12T00:00:00Z,437.665
2014-05-13T00:00:00Z,436.68
2014-05-14T00:00:00Z,444.16
2014-05-15T00:00:00Z,448.345
2014-05-16T00:00:00Z,448.455
2014-05-17T00:00:00Z,448.245
2014-05-18T00:00:00Z,447.975
2014-05-19T00:00:00Z,445.72
2014-05-20T00:00:00Z,473.57
2014-05-21T00:00:00Z,493.105
2014-05-22T00:00:00Z,511.325
2014-05-23T00:00:00Z,532.825
2014-05-24T00:00:00Z,522.23
2014-05-25T00:00:00Z,556.715
2014-05-26T00:00:00Z,579.53
2014-05-27T00:00:00Z,572.61
2014-05-28T00:00:00Z,572.855
2014-05-29T00:00:00Z,571.075
2014-05-30T00:00:00Z,598.98
2014-05-31T00:00:00Z,619.75
2014-06-01T00:00:00Z,650.895
2014-06-02T00:00:00Z,645.515
2014-06-03T00:00:00Z,665.3
2014-06-04T00:00:00Z,647.735
2014-06-05T00:00:00Z,654.66
2014-06-06T00:00:00Z,654.645
2014-06-07T00:00:00Z,646.505
2014-06-08T00:00:00Z,656.405
2014-06-09T00:00:00Z,649.465
2014-06-10T00:00:00Z,649.93
2014-06-11T00:00:00Z,633.695
2014-06-12T00:00:00Z,590.18
2014-06-13T00:00:00Z,587.495
2014-06-14T00:00:00Z,565.955
2014-06-15T00:00:00Z,572.555
2014-06-16T00:00:00Z,596.005
2014-06-17T00:00:00Z,595.1
2014-06-18T00:00:00Z,607.95
2014-06-19T00:00:00Z,599.99
2014-06-20T00:00:00Z,589.595
2014-06-21T00:00:00Z,587.495
2014-06-22T00:00:00Z,596.435
2014-06-23T00:00:00Z,590.73
2014-06-24T00:00:00Z,580.175
2014-06-25T00:00:00Z,567.075
2014-06-26T00:00:00Z,568.655
2014-06-27T00:00:00Z,587
2014-06-28T00:00:00Z,596.885
2014-06-29T00:00:00Z,595.675
2014-06-30T00:00:00Z,621.3
2014-07-01T00:00:00Z,648.44
2014-07-02T00:00:00Z,648.375
2014-07-03T00:00:00Z,645.79
2014-07-04T00:00:00Z,633.39
2014-07-05T00:00:00Z,628.1
2014-07-06T00:00:00Z,630.93
2014-07-07T00:00:00Z,624.45
2014-07-08T00:00:00Z,621.555
2014-07-09T00:00:00Z,623.025
2014-07-10T00:00:00Z,615.915
2014-07-11T00:00:00Z,624.23
2014-07-12T00:00:00Z,635.635
2014-07-13T00:00:00Z,632.41
2014-07-14T00:00:00Z,624.42
2014-07-15T00:00:00Z,620.045
2014-07-16T00:00:00Z,617.505
2014-07-17T00:00:00Z,619.5
2014-07-18T00:00:00Z,625.71
2014-07-19T00:00:00Z,628.8
2014-07-20T00:00:00Z,625
2014-07-21T00:00:00Z,621.5
2014-07-22T00:00:00Z,621.625
2014-07-23T00:00:00Z,619.255
2014-07-24T00:00:00Z,606.555
2014-07-25T00:00:00Z,601.31
2014-07-26T00:00:00Z,596.5
2014-07-27T00:00:00Z,595.915
2014-07-28T00:00:00Z,583.25
2014-07-29T00:00:00Z,584.975
2014-07-30T00:00:00Z,571.56
2014-07-31T00:00:00Z,572.95
2014-08-01T00:00:00Z,594.485
2014-08-02T00:00:00Z,592.02
2014-08-03T00:00:00Z,584.605
2014-08-04T00:00:00Z,588.75
2014-08-05T00:00:00Z,583.625
2014-08-06T00:00:00Z,581.4
2014-08-07T00:00:00Z,585.45
2014-08-08T00:00:00Z,589.5
2014-08-09T00:00:00Z,588.28
2014-08-10T00:00:00Z,591.5
2014-08-11T00:00:00Z,580.995
2014-08-12T00:00:00Z,568.245
2014-08-13T00:00:00Z,548.275
2014-08-14T00:00:00Z,524.43
2014-08-15T00:00:00Z,501.67
2014-08-16T00:00:00Z,507.4
2014-08-17T00:00:00Z,505.095
2014-08-18T00:00:00Z,476
2014-08-19T00:00:00Z,473.005
2014-08-20T00:00:00Z,496.505
2014-08-21T00:00:00Z,522.07
2014-08-22T00:00:00Z,514.005
2014-08-23T00:00:00Z,500.845
2014-08-24T00:00:00Z,505.485
2014-08-25T00:00:00Z,502.625
2014-08-26T00:00:00Z,509.135
2014-08-27T00:00:00Z,516.545
2014-08-28T00:00:00Z,510.455
2014-08-29T00:00:00Z,508.115
2014-08-30T00:00:00Z,503.775
2014-08-31T00:00:00Z,489.04
2014-09-01T00:00:00Z,481.005
2014-09-02T00:00:00Z,477.515
2014-09-03T00:00:00Z,474.495
2014-09-04T00:00:00Z,484.02
2014-09-05T00:00:00Z,481.495
2014-09-06T00:00:00Z,481.08
2014-09-07T00:00:00Z,478.975
2014-09-08T00:00:00Z,467.345
2014-09-09T00:00:00Z,467.79
2014-09-10T00:00:00Z,482.66
2014-09-11T00:00:00Z,472.5
2014-09-12T00:00:00Z,470
2014-09-13T00:00:00Z,473.78
2014-09-14T00:00:00Z,477.585
2014-09-15T00:00:00Z,473.69
2014-09-16T00:00:00Z,467.845
2014-09-17T00:00:00Z,454.57
2014-09-18T00:00:00Z,430.465
2014-09-19T00:00:00Z,403.89
2014-09-20T00:00:00Z,410.555
2014-09-21T00:00:00Z,401.765
2014-09-22T00:00:00Z,402.82
2014-09-23T00:00:00Z,423.135
2014-09-24T00:00:00Z,430.305
2014-09-25T00:00:00Z,411.95
2014-09-26T00:00:00Z,405.44
2014-09-27T00:00:00Z,402.78
2014-09-28T00:00:00Z,386.445
2014-09-29T00:00:00Z,375.615
2014-09-30T00:00:00Z,384.775
2014-10-01T00:00:00Z,385.4
2014-10-02T00:00:00Z,378.91
2014-10-03T00:00:00Z,365.93
2014-10-04T00:00:00Z,343.555
2014-10-05T00:00:00Z,307.215
2014-10-06T00:00:00Z,321.445
2014-10-07T00:00:00Z,324.68
2014-10-08T00:00:00Z,342.965
2014-10-09T00:00:00Z,372.275
2014-10-10T00:00:00Z,365.59
2014-10-11T00:00:00Z,360.08
2014-10-12T00:00:00Z,369.155
2014-10-13T00:00:00Z,386.535
2014-10-14T00:00:00Z,404.235
2014-10-15T00:00:00Z,395.12
2014-10-16T00:00:00Z,384.55
2014-10-17T00:00:00Z,378.48
2014-10-18T00:00:00Z,387.145
2014-10-19T00:00:00Z,389.625
2014-10-20T00:00:00Z,383.425
2014-10-21T00:00:00Z,386.25
2014-10-22T00:00:00Z,384.435
2014-10-23T00:00:00Z,368.475
2014-10-24T00:00:00Z,354.025
2014-10-25T00:00:00Z,350.16
2014-10-26T00:00:00Z,353.75
2014-10-27T00:00:00Z,353.93
2014-10-28T00:00:00Z,353.895
2014-10-29T00:00:00Z,344.66
2014-10-30T00:00:00Z,342.91
2014-10-31T00:00:00Z,341.73
2014-11-01T00:00:00Z,328.04
2014-11-02T00:00:00Z,323.62
2014-11-03T00:00:00Z,328.365
2014-11-04T00:00:00Z,326.45
2014-11-05T00:00:00Z,336.485
2014-11-06T00:00:00Z,344.685
2014-11-07T00:00:00Z,346.275
2014-11-08T00:00:00Z,344.175
2014-11-09T00:00:00Z,354.875
2014-11-10T00:00:00Z,367.535
2014-11-11T00:00:00Z,365.9
2014-11-12T00:00:00Z,402.325
2014-11-13T00:00:00Z,417.735
2014-11-14T00:00:00Z,401.625
2014-11-15T00:00:00Z,388.11
2014-11-16T00:00:00Z,385
2014-11-17T00:00:00Z,395
2014-11-18T00:00:00Z,382.82
2014-11-19T00:00:00Z,379.045
2014-11-20T00:00:00Z,366.8
2014-11-21T00:00:00Z,350.27
2014-11-22T00:00:00Z,358.315
2014-11-23T00:00:00Z,363.255
2014-11-24T00:00:00Z,378.33
2014-11-25T00:00:00Z,384.71
2014-11-26T00:00:00Z,371.3
2014-11-27T00:00:00Z,370.85
2014-11-28T00:00:00Z,369.67
2014-11-29T00:00:00Z,379.425
2014-11-30T00:00:00Z,377.655
2014-12-01T00:00:00Z,377.67
2014-12-02T00:00:00Z,379.045
2014-12-03T00:00:00Z,378.505
2014-12-04T00:00:00Z,369.495
2014-12-05T00:00:00Z,371.75
2014-12-06T00:00:00Z,374.15
2014-12-07T00:00:00Z,375.33
2014-12-08T00:00:00Z,368.135
2014-12-09T00:00:00Z,354.28
2014-12-10T00:00:00Z,349.37
2014-12-11T00:00:00Z,352.115
2014-12-12T00:00:00Z,353.295
2014-12-13T00:00:00Z,350.72
2014-12-14T00:00:00Z,353.37
2014-12-15T00:00:00Z,351.755
2014-12-16T00:00:00Z,338.345
2014-12-17T00:00:00Z,325.61
2014-12-18T00:00:00Z,315.3
2014-12-19T00:00:00Z,313.555
2014-12-20T00:00:00Z,324.76
2014-12-21T00:00:00Z,325.545
2014-12-22T00:00:00Z,326.945
2014-12-23T00:00:00Z,333.24
2014-12-24T00:00:00Z,328.91
2014-12-25T00:00:00Z,320.175
2014-12-26T00:00:00Z,324.32
2014-12-27T00:00:00Z,320.47
2014-12-28T00:00:00Z,315.39
2014-12-29T00:00:00Z,315.2
2014-12-30T00:00:00Z,313.385
2014-12-31T00:00:00Z,315.845
2015-01-01T00:00:00Z,316.8
2015-01-02T00:00:00Z,314.485
2015-01-03T00:00:00Z,298.29
2015-01-04T00:00:00Z,272.195
2015-01-05T00:00:00Z,272.035
2015-01-09T00:00:00Z,288.725
2015-01-10T00:00:00Z,283.015
2015-01-11T00:00:00Z,271.51
2015-01-12T00:00:00Z,267.985
2015-01-13T00:00:00Z,242.075
2015-01-14T00:00:00Z,191.645
2015-01-15T00:00:00Z,201.2
2015-01-16T00:00:00Z,210.595
2015-01-17T00:00:00Z,202.505
2015-01-18T00:00:00Z,208.51
2015-01-19T00:00:00Z,214.32
2015-01-20T00:00:00Z,209.395
2015-01-21T00:00:00Z,216.95
2015-01-22T00:00:00Z,232.505
2015-01-23T00:00:00Z,232.775
2015-01-24T00:00:00Z,240.01
2015-01-25T00:00:00Z,249.165
2015-01-26T00:00:00Z,282.285
2015-01-27T00:00:00Z,260.805
2015-01-28T00:00:00Z,246.18
2015-01-29T00:00:00Z,231.09
2015-01-30T00:00:00Z,235.25
2015-01-31T00:00:00Z,225.275
2015-02-01T00:00:00Z,220.74
2015-02-02T00:00:00Z,231.885
2015-02-03T00:00:00Z,234.09
2015-02-04T00:00:00Z,225.51
2015-02-05T00:00:00Z,219.715
2015-02-06T00:00:00Z,218.225
2015-02-07T00:00:00Z,226.455
2015-02-08T00:00:00Z,225.085
2015-02-09T00:00:00Z,220.495
2015-02-10T00:00:00Z,218.5
2015-02-11T00:00:00Z,220.71
2015-02-12T00:00:00Z,220.55
2015-02-13T00:00:00Z,231.86
2015-02-14T00:00:00Z,248.105
2015-02-15T00:00:00Z,247.835
2015-02-16T00:00:00Z,235.215
2015-02-17T00:00:00Z,240.395
2015-02-18T00:00:00Z,239.505
2015-02-19T00:00:00Z,240.3
2015-02-20T00:00:00Z,244.365
2015-02-21T00:00:00Z,245.9
2015-02-22T00:00:00Z,239.95
2015-02-23T00:00:00Z,236.525
2015-02-24T00:00:00Z,238.52
2015-02-25T00:00:00Z,238.49
2015-02-26T00:00:00Z,236.28
2015-02-27T00:00:00Z,246.155
2015-02-28T00:00:00Z,249.88
2015-03-01T00:00:00Z,252.625
2015-03-02T00:00:00Z,266.305
2015-03-03T00:00:00Z,275.42
2015-03-04T00:00:00Z,274.41
2015-03-05T00:00:00Z,271.35
2015-03-06T00:00:00Z,272.73
2015-03-07T00:00:00Z,274.74
2015-03-08T00:00:00Z,274.345
2015-03-09T00:00:00Z,281.585
2015-03-10T00:00:00Z,290.38
2015-03-11T00:00:00Z,291.31
2015-03-12T00:00:00Z,293.475
2015-03-13T00:00:00Z,289.325
2015-03-14T00:00:00Z,284.075
2015-03-15T00:00:00Z,284.585
2015-03-16T00:00:00Z,290.02
2015-03-17T00:00:00Z,287.445
2015-03-18T00:00:00Z,266.51
2015-03-19T00:00:00Z,257.475
2015-03-20T00:00:00Z,261.135
2015-03-21T00:00:00Z,259.37
2015-03-22T00:00:00Z,265.62
2015-03-23T00:00:00Z,264.785
2015-03-24T00:00:00Z,254.18
2015-03-25T00:00:00Z,243.2
2015-03-26T00:00:00Z,249.33
2015-03-27T00:00:00Z,247.82
2015-03-28T00:00:00Z,250.54
2015-03-29T00:00:00Z,246.46
2015-03-30T00:00:00Z,242.69
2015-03-31T00:00:00Z,243.57
2015-04-01T00:00:00Z,243.075
2015-04-02T00:00:00Z,250.74
2015-04-03T00:00:00Z,253.95
2015-04-04T00:00:00Z,253.305
2015-04-05T00:00:00Z,256.325
2015-04-06T00:00:00Z,258.49
2015-04-07T00:00:00Z,254.06
2015-04-08T00:00:00Z,249.01
2015-04-09T00:00:00Z,242.385
2015-04-10T00:00:00Z,237.47
2015-04-11T00:00:00Z,236.21
2015-04-12T00:00:00Z,235.46
2015-04-13T00:00:00Z,228.27
2015-04-14T00:00:00Z,217.395
2015-04-15T00:00:00Z,218.465
2015-04-16T00:00:00Z,226.055
2015-04-17T00:00:00Z,224.145
2015-04-18T00:00:00Z,222.52
2015-04-19T00:00:00Z,224.63
2015-04-20T00:00:00Z,223.97
2015-04-21T00:00:00Z,229.955
2015-04-22T00:00:00Z,233.87
2015-04-23T00:00:00Z,234.115
2015-04-24T00:00:00Z,232
2015-04-25T00:00:00Z,228.995
2015-04-26T00:00:00Z,221.12
2015-04-27T00:00:00Z,223.725
2015-04-28T00:00:00Z,224.505
2015-04-29T00:00:00Z,224.4
2015-04-30T00:00:00Z,232.3
2015-05-01T00:00:00Z,234.87
2015-05-02T00:00:00Z,232.385
2015-05-03T00:00:00Z,237.28
2015-05-04T00:00:00Z,239.135
2015-05-05T00:00:00Z,234.22
2015-05-06T00:00:00Z,231.475
2015-05-07T00:00:00Z,233.675
2015-05-08T00:00:00Z,240.93
2015-05-09T00:00:00Z,242.815
2015-05-10T00:00:00Z,241.505
2015-05-11T00:00:00Z,241.25
2015-05-12T00:00:00Z,239.77
2015-05-13T00:00:00Z,239.6
2015-05-14T00:00:00Z,235.96
2015-05-15T00:00:00Z,237.2
2015-05-16T00:00:00Z,235.7
2015-05-17T00:00:00Z,235.575
2015-05-18T00:00:00Z,234.19
2015-05-19T00:00:00Z,232.55
2015-05-20T00:00:00Z,232.93
2015-05-21T00:00:00Z,235.135
2015-05-22T00:00:00Z,236.91
2015-05-23T00:00:00Z,239.035
2015-05-24T00:00:00Z,239.65
2015-05-25T00:00:00Z,236.6
2015-05-26T00:00:00Z,235.98
2015-05-27T00:00:00Z,235.675
2015-05-28T00:00:00Z,235.835
2015-05-29T00:00:00Z,235.26
2015-05-30T00:00:00Z,233.515
2015-05-31T00:00:00Z,230.255
2015-06-01T00:00:00Z,225.925
2015-06-02T00:00:00Z,223.86
2015-06-03T00:00:00Z,224.78
2015-06-04T00:00:00Z,223.99
2015-06-05T00:00:00Z,222.465
2015-06-06T00:00:00Z,224.165
2015-06-07T00:00:00Z,223.67
2015-06-08T00:00:00Z,225.855
2015-06-09T00:00:00Z,228.73
2015-06-10T00:00:00Z,228.29
2015-06-11T00:00:00Z,228.41
2015-06-12T00:00:00Z,229.495
2015-06-13T00:00:00Z,230.05
2015-06-14T00:00:00Z,232.47
2015-06-15T00:00:00Z,234.32
2015-06-16T00:00:00Z,243.2
2015-06-17T00:00:00Z,250.295
2015-06-18T00:00:00Z,245.79
2015-06-19T00:00:00Z,246.035
2015-06-20T00:00:00Z,242.745
2015-06-21T00:00:00Z,243.03
2015-06-22T00:00:00Z,245.315
2015-06-23T00:00:00Z,244.695
2015-06-24T00:00:00Z,241.095
2015-06-25T00:00:00Z,241.04
2015-06-26T00:00:00Z,241.72
2015-06-27T00:00:00Z,247.18
2015-06-28T00:00:00Z,249.16
2015-06-29T00:00:00Z,252.62
2015-06-30T00:00:00Z,261.5
2015-07-01T00:00:00Z,259.53
2015-07-02T00:00:00Z,256.98
2015-07-03T00:00:00Z,254.42
2015-07-04T00:00:00Z,257.665
2015-07-05T00:00:00Z,266.745
2015-07-06T00:00:00Z,272.835
2015-07-07T00:00:00Z,267.85
2015-07-08T00:00:00Z,268.125
2015-07-09T00:00:00Z,268.95
2015-07-10T00:00:00Z,281.67
2015-07-11T00:00:00Z,290.965
2015-07-12T00:00:00Z,304.82
2015-07-13T00:00:00Z,295.865
2015-07-14T00:00:00Z,291.575
2015-07-15T00:00:00Z,288.995
2015-07-16T00:00:00Z,283.66
2015-07-17T00:00:00Z,276.52
2015-07-18T00:00:00Z,279.865
2015-07-19T00:00:00Z,276.555
2015-07-20T00:00:00Z,276.985
2015-07-21T00:00:00Z,278.675
2015-07-22T00:00:00Z,276.485
2015-07-23T00:00:00Z,277.17
2015-07-24T00:00:00Z,283.215
2015-07-25T00:00:00Z,289.25
2015-07-26T00:00:00Z,290.705
2015-07-27T00:00:00Z,291.935
2015-07-28T00:00:00Z,294.595
2015-07-29T00:00:00Z,290.92
2015-07-30T00:00:00Z,287.305
2015-07-31T00:00:00Z,285.4
2015-08-01T00:00:00Z,280.91
2015-08-02T00:00:00Z,279.735
2015-08-03T00:00:00Z,282.66
2015-08-04T00:00:00Z,283.155
2015-08-05T00:00:00Z,283.245
2015-08-06T00:00:00Z,279.125
2015-08-07T00:00:00Z,277.31
2015-08-08T00:00:00Z,270.19
2015-08-09T00:00:00Z,264.98
2015-08-10T00:00:00Z,264.195
2015-08-11T00:00:00Z,267.785
2015-08-12T00:00:00Z,268.435
2015-08-13T00:00:00Z,265.1
2015-08-14T00:00:00Z,264.495
2015-08-15T00:00:00Z,263.475
2015-08-16T00:00:00Z,258.105
2015-08-17T00:00:00Z,256.875
2015-08-18T00:00:00Z,239.05
2015-08-19T00:00:00Z,229.835
2015-08-20T00:00:00Z,231.53
2015-08-21T00:00:00Z,234.215
2015-08-22T00:00:00Z,229.105
2015-08-23T00:00:00Z,229.94
2015-08-24T00:00:00Z,218.36
2015-08-25T00:00:00Z,213.08
2015-08-26T00:00:00Z,225.43
2015-08-27T00:00:00Z,226.03
2015-08-28T00:00:00Z,228.11
2015-08-29T00:00:00Z,230.285
2015-08-30T00:00:00Z,228.895
2015-08-31T00:00:00Z,228.44
2015-09-01T00:00:00Z,228.92
2015-09-02T00:00:00Z,228.385
2015-09-03T00:00:00Z,228.23
2015-09-04T00:00:00Z,228.865
2015-09-05T00:00:00Z,233.225
2015-09-06T00:00:00Z,239.61
2015-09-07T00:00:00Z,240.675
2015-09-08T00:00:00Z,243.11
2015-09-09T00:00:00Z,240.615
2015-09-10T00:00:00Z,238.215
2015-09-11T00:00:00Z,239.22
2015-09-12T00:00:00Z,236.51
2015-09-13T00:00:00Z,232.045
2015-09-14T00:00:00Z,228.455
2015-09-15T00:00:00Z,228.855
2015-09-16T00:00:00Z,226.75
2015-09-17T00:00:00Z,231
2015-09-18T00:00:00Z,232.615
2015-09-19T00:00:00Z,231.825
2015-09-20T00:00:00Z,230.35
2015-09-21T00:00:00Z,227.575
2015-09-22T00:00:00Z,227.54
2015-09-23T00:00:00Z,229.75
2015-09-24T00:00:00Z,232.205
2015-09-25T00:00:00Z,234.905
2015-09-26T00:00:00Z,234.335
2015-09-27T00:00:00Z,232.885
2015-09-28T00:00:00Z,235.685
2015-09-29T00:00:00Z,237.825
2015-09-30T00:00:00Z,236.47
2015-10-01T00:00:00Z,237.225
2015-10-02T00:00:00Z,237.03
2015-10-03T00:00:00Z,238.08
2015-10-04T00:00:00Z,238.8
2015-10-05T00:00:00Z,238.475
2015-10-06T00:00:00Z,243.855
2015-10-07T00:00:00Z,244.975
2015-10-08T00:00:00Z,243.41
2015-10-09T00:00:00Z,243.555
2015-10-10T00:00:00Z,244.715
2015-10-11T00:00:00Z,246.515
2015-10-12T00:00:00Z,246.74
2015-10-13T00:00:00Z,246.855
2015-10-14T00:00:00Z,251.995
2015-10-15T00:00:00Z,253.4
2015-10-16T00:00:00Z,260.345
2015-10-17T00:00:00Z,266.9
2015-10-18T00:00:00Z,265.585
2015-10-19T00:00:00Z,262.915
2015-10-20T00:00:00Z,267.81
2015-10-21T00:00:00Z,268.345
2015-10-22T00:00:00Z,273.715
2015-10-23T00:00:00Z,276.825
2015-10-24T00:00:00Z,281.11
2015-10-25T00:00:00Z,289.1
2015-10-26T00:00:00Z,283.12
2015-10-27T00:00:00Z,293.075
2015-10-28T00:00:00Z,301.44
2015-10-29T00:00:00Z,310.65
2015-10-30T00:00:00Z,323.775
2015-10-31T00:00:00Z,318.83
2015-11-01T00:00:00Z,316.43
2015-11-02T00:00:00Z,344.51
2015-11-03T00:00:00Z,390.585
2015-11-04T00:00:00Z,435.055
2015-11-05T00:00:00Z,406.58
2015-11-06T00:00:00Z,374.965
2015-11-07T00:00:00Z,381.945
2015-11-08T00:00:00Z,378.325
2015-11-09T00:00:00Z,373.665
2015-11-10T00:00:00Z,352.535
2015-11-11T00:00:00Z,317.705
2015-11-12T00:00:00Z,326.6
2015-11-13T00:00:00Z,333.5
2015-11-14T00:00:00Z,340.775
2015-11-15T00:00:00Z,324.795
2015-11-16T00:00:00Z,323.625
2015-11-17T00:00:00Z,339.72
2015-11-18T00:00:00Z,334.085
2015-11-19T00:00:00Z,330.7
2015-11-20T00:00:00Z,318.865
2015-11-21T00:00:00Z,323.73
2015-11-22T00:00:00Z,323.365
2015-11-23T00:00:00Z,323.24
2015-11-24T00:00:00Z,320.25
2015-11-25T00:00:00Z,323.42
2015-11-26T00:00:00Z,349.115
2015-11-27T00:00:00Z,356.32
2015-11-28T00:00:00Z,354.925
2015-11-29T00:00:00Z,363.8
2015-11-30T00:00:00Z,375.055
2015-12-01T00:00:00Z,366.78
2015-12-02T00:00:00Z,355.74
2015-12-03T00:00:00Z,363.37
2015-12-04T00:00:00Z,360.11
2015-12-05T00:00:00Z,376.445
2015-12-06T00:00:00Z,391.425
2015-12-07T00:00:00Z,390.46
2015-12-08T00:00:00Z,403.6
2015-12-09T00:00:00Z,412.475
2015-12-10T00:00:00Z,414.35
2015-12-11T00:00:00Z,434.805
2015-12-12T00:00:00Z,435.4
2015-12-13T00:00:00Z,432.5
2015-12-14T00:00:00Z,438.27
2015-12-15T00:00:00Z,453.965
2015-12-16T00:00:00Z,450.945
2015-12-17T00:00:00Z,453.795
2015-12-18T00:00:00Z,452.915
2015-12-19T00:00:00Z,458.965
2015-12-20T00:00:00Z,447.915
2015-12-21T00:00:00Z,437.76
2015-12-22T00:00:00Z,438.32
2015-12-23T00:00:00Z,439.975
2015-12-24T00:00:00Z,451.275
2015-12-25T00:00:00Z,453.165
2015-12-26T00:00:00Z,432.35
2015-12-27T00:00:00Z,417.96
2015-12-28T00:00:00Z,423.435
2015-12-29T00:00:00Z,425.94
2015-12-30T00:00:00Z,427.86
2015-12-31T00:00:00Z,426.94
2016-01-01T00:00:00Z,431.6
2016-01-02T00:00:00Z,433.205
2016-01-03T00:00:00Z,429.075
2016-01-04T00:00:00Z,432.15
2016-01-05T00:00:00Z,432.445
2016-01-06T00:00:00Z,429.605
2016-01-07T00:00:00Z,444.205
2016-01-08T00:00:00Z,454.755
2016-01-09T00:00:00Z,450.34
2016-01-10T00:00:00Z,445.345
2016-01-11T00:00:00Z,444.565
2016-01-12T00:00:00Z,441.175
2016-01-13T00:00:00Z,431.425
2016-01-14T00:00:00Z,430.5
2016-01-15T00:00:00Z,394.9
2016-01-16T00:00:00Z,372.035
2016-01-17T00:00:00Z,383.57
2016-01-18T00:00:00Z,381.065
2016-01-19T00:00:00Z,381.255
2016-01-20T00:00:00Z,397.755
2016-01-21T00:00:00Z,412.92
2016-01-22T00:00:00Z,392.26
2016-01-23T00:00:00Z,388.025
2016-01-24T00:00:00Z,395.665
2016-01-25T00:00:00Z,393.905
2016-01-26T00:00:00Z,391.95
2016-01-27T00:00:00Z,393.655
2016-01-28T00:00:00Z,385.78
2016-01-29T00:00:00Z,373.86
2016-01-30T00:00:00Z,376.685
2016-01-31T00:00:00Z,372
2016-02-01T00:00:00Z,372.365
2016-02-02T00:00:00Z,372.365
2016-02-03T00:00:00Z,369.5
2016-02-04T00:00:00Z,379.915
2016-02-05T00:00:00Z,386.245
2016-02-06T00:00:00Z,378.165
2016-02-07T00:00:00Z,376.52
2016-02-08T00:00:00Z,374.49
2016-02-09T00:00:00Z,373.06
2016-02-10T00:00:00Z,377.985
2016-02-11T00:00:00Z,377.02
2016-02-12T00:00:00Z,380.275
2016-02-13T00:00:00Z,386.495
2016-02-14T00:00:00Z,398.65
2016-02-15T00:00:00Z,401.555
2016-02-16T00:00:00Z,401.9
2016-02-17T00:00:00Z,412.555
2016-02-18T00:00:00Z,419.15
2016-02-19T00:00:00Z,418
2016-02-20T00:00:00Z,431.73
2016-02-21T00:00:00Z,436.995
2016-02-22T00:00:00Z,435.325
2016-02-23T00:00:00Z,427
2016-02-24T00:00:00Z,416.675
2016-02-25T00:00:00Z,421.27
2016-02-26T00:00:00Z,425.005
2016-02-27T00:00:00Z,431.61
2016-02-28T00:00:00Z,428.645
2016-02-29T00:00:00Z,434.555
2016-03-01T00:00:00Z,432.255
2016-03-02T00:00:00Z,427.905
2016-03-03T00:00:00Z,420.16
2016-03-04T00:00:00Z,414.96
2016-03-05T00:00:00Z,395.49
2016-03-06T00:00:00Z,402.71
2016-03-07T00:00:00Z,408.995
2016-03-08T00:00:00Z,411.725
2016-03-09T00:00:00Z,411.13
2016-03-10T00:00:00Z,413.105
2016-03-11T00:00:00Z,418.51
2016-03-12T00:00:00Z,413.76
2016-03-13T00:00:00Z,413.335
2016-03-14T00:00:00Z,412.86
2016-03-15T00:00:00Z,414.79
2016-03-16T00:00:00Z,414.985
2016-03-17T00:00:00Z,417.33
2016-03-18T00:00:00Z,410.915
2016-03-19T00:00:00Z,407.025
2016-03-20T00:00:00Z,409.3
2016-03-21T00:00:00Z,409.23
2016-03-22T00:00:00Z,413.67
2016-03-23T00:00:00Z,416.22
2016-03-24T00:00:00Z,415.5
2016-03-25T00:00:00Z,414.46
2016-03-26T00:00:00Z,415.495
2016-03-27T00:00:00Z,416.525
2016-03-28T00:00:00Z,422.545
2016-03-29T00:00:00Z,415.795
2016-03-30T00:00:00Z,412.26
2016-03-31T00:00:00Z,414.195
2016-04-01T00:00:00Z,415.205
2016-04-02T00:00:00Z,418.005
2016-04-03T00:00:00Z,417.79
2016-04-04T00:00:00Z,417.925
2016-04-05T00:00:00Z,419.805
2016-04-06T00:00:00Z,421.45
2016-04-07T00:00:00Z,420.04
2016-04-08T00:00:00Z,420.125
2016-04-09T00:00:00Z,415.355
2016-04-10T00:00:00Z,418.35
2016-04-11T00:00:00Z,420.4
2016-04-12T00:00:00Z,423.835
2016-04-13T00:00:00Z,424.135
2016-04-14T00:00:00Z,424.185
2016-04-15T00:00:00Z,426.535
2016-04-16T00:00:00Z,407.17
2016-04-17T00:00:00Z,404.39
2016-04-18T00:00:00Z,427.905
2016-04-19T00:00:00Z,407.9
